"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,AU,A,AU 1975/085989 A,156-001-381-821-875,1977-04-28,1977,AU 1975/085989 A,1975-10-24,US 51852374 A;;US 52668674 A;;US 62041975 A,1974-10-29,INTERVERTEBRAL PROTECTOR MEANS,,FEILD J R,FEILD JAMES R,,https://lens.org/156-001-381-821-875,Patent Application,no,0,0,14,15,0,A61F2/44;;A61B17/00;;A61B17/70;;A61B90/00;;A61B90/39;;A61B2017/00261;;A61B2090/0816;;A61F2002/3008;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,,0,0,,,,DISCONTINUED
2,US,A,US 4013078 A,018-737-594-150-831,1977-03-22,1977,US 62041975 A,1975-10-07,US 62041975 A;;US 52668674 A,1974-11-25,Intervertebral protector means,"A protective device for preventing the development of postoperative adhesions between a patient's dura and spinal nerves and other anatomic structures after spinal surgery. Preferably, the protective device provides an intervening barrier between portions of the patient's dura and spinal nerves in the patient's spinal canal following intervertebral disc surgery in which a portion of one of the patient's intervertebral discs and a portion of the patient's vertebra adjacent the disc are removed.",FEILD JAMES RODNEY,FEILD JAMES R,,https://lens.org/018-737-594-150-831,Granted Patent,yes,5,193,1,15,0,A61B17/70;;A61B17/70;;A61B17/00;;A61B17/00;;A61B90/39;;A61B90/39;;A61B2017/00261;;A61B2017/00261;;A61B2090/0816;;A61B2090/0816;;A61F2/00;;A61F2/00;;A61F2/44;;A61F2/44;;A61F2002/3008;;A61F2002/3008;;A61F2250/0098;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,128303R,1,0,,,"McNealy Viscera Retainer SU-15800, IN ""Guide To Purchasing, 1956,"" publication of V. Mueller & Co., Chicago.",EXPIRED
3,CA,A,CA 1072408 A,132-990-485-963-675,1980-02-26,1980,CA 237659 A,1975-10-15,US 51852374 A;;US 52668674 A;;US 62041975 A,1974-10-29,INTERVERTEBRAL PROTECTOR MEANS,"S P E C I F I C A T I O N INTERVERTEBRAL PROTECTOR MEANS A protective device for preventing the development of postoperative adhesions between a patient's dura and spinal nerves and other anatomic structures after spinal surgery. Preferably, the protective device provides an intervening barrier between portions of the patient's dura and spinal nerves in the patient's spinal canal following intervertebral disc surgery in which a portion of one of the patient's intervertebral discs and a portion of the patient's vertebra adjacent the disc are removed.",FEILD JAMES RODNEY,FEILD JAMES R,,https://lens.org/132-990-485-963-675,Granted Patent,no,0,0,14,15,0,A61F2/44;;A61B17/00;;A61B17/70;;A61B90/00;;A61B90/39;;A61B2017/00261;;A61B2090/0816;;A61F2002/3008;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,128-28,0,0,,,,EXPIRED
4,DE,A1,DE 2547816 A1,069-398-572-589-153,1976-05-06,1976,DE 2547816 A,1975-10-25,US 51852374 A;;US 52668674 A;;US 62041975 A,1974-10-29,WIRBELSAEULENSCHUTZPROTHESE,,FEILD JAMES RODNEY,FEILD JAMES R,,https://lens.org/069-398-572-589-153,Patent Application,no,0,2,14,15,0,A61F2/44;;A61B17/00;;A61B17/70;;A61B90/00;;A61B90/39;;A61B2017/00261;;A61B2090/0816;;A61F2002/3008;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,,1,0,,,NICHTS ERMITTELT,EXPIRED
5,US,A,US 4445517 A,180-142-990-477-212,1984-05-01,1984,US 30656381 A,1981-09-28,US 30656381 A,1981-09-28,Suction dissector,An improved surgical device having unique aspiration and instrument control is disclosed. The device is adapted for one-handed simultaneous or alternate dissection and aspiration through a novel combination of control elements. The device is particularly well-suited for neurosurgery and microsurgery.,FEILD JAMES RODNEY,FEILD JAMES R,,https://lens.org/180-142-990-477-212,Granted Patent,yes,7,99,1,1,0,A61B10/04;;A61B10/04;;A61B17/320016;;A61B17/320016;;A61B2017/00353;;A61B2017/00353;;A61B2017/0042;;A61B2017/0042;;A61B2017/3445;;A61B2017/3445;;A61M1/7411;;A61M1/7411;;A61M1/76;;A61M1/76,A61B10/00;;A61B10/04;;A61B17/00;;A61B17/32;;A61B17/34;;A61M1/00,128/752;;604/35;;604/118,1,0,,,"V. Mueller; The Surgical Armamentarium ; Neurosurgical Instruments, 1973, pp. 723 and 753.",EXPIRED
6,US,A,US 2422663 A,146-818-257-301-307,1947-06-24,1947,US 65140746 A,1946-03-01,US 65140746 A,1946-03-01,Liquid flow calculator,,FEILD JAMES W,FEILD JAMES W,,https://lens.org/146-818-257-301-307,Granted Patent,no,4,6,1,1,0,G01F15/02;;G06G1/12;;G01F15/02;;G06G1/12,G01F15/02;;G06G1/12,,0,0,,,,EXPIRED
7,DE,B2,DE 2547816 B2,052-860-126-737-38X,1981-04-30,1981,DE 2547816 A,1975-10-25,US 51852374 A;;US 52668674 A;;US 62041975 A,1974-10-29,DE 2547816 B2,,"FEILD, JAMES R., MEMPHIS, TENN., US","FEILD, JAMES R., MEMPHIS, TENN., US",,https://lens.org/052-860-126-737-38X,Patent Application,no,0,0,14,15,0,A61F2/44;;A61B17/00;;A61B17/70;;A61B90/00;;A61B90/39;;A61B2017/00261;;A61B2090/0816;;A61F2002/3008;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,,0,0,,,,EXPIRED
8,DE,C3,DE 2547816 C3,105-044-391-908-253,1982-01-14,1982,DE 2547816 A,1975-10-25,US 51852374 A;;US 52668674 A;;US 62041975 A,1974-10-29,DE 2547816 C3,,"FEILD, JAMES R., MEMPHIS, TENN., US","FEILD, JAMES R., MEMPHIS, TENN., US",,https://lens.org/105-044-391-908-253,Granted Patent,no,0,0,14,15,0,A61F2/44;;A61B17/00;;A61B17/70;;A61B90/00;;A61B90/39;;A61B2017/00261;;A61B2090/0816;;A61F2002/3008;;A61F2250/0098,A61B17/00;;A61B17/70;;A61B19/00;;A61F2/00;;A61F2/44,,0,0,,,,EXPIRED
9,US,A1,US 2016/0381184 A1,029-505-740-805-733,2016-12-29,2016,US 201415039835 A,2014-11-27,CA 2834565 A;;CA 2014051138 W,2013-11-28,"VBN SERVER CLUSTERING SYSTEM, METHOD OF VBN SERVER CLUSTERING, AND VBN SERVER FOR CLUSTERING","A visitor based network (VBN) server clustering system comprises a cluster of VBN servers for servicing a single local area network (LAN). Each VBN server comprises a client device data store for creating and maintaining device state records of user devices connected to the LAN, an interface for data communication with the user devices through the LAN, and a network traffic processing unit for processing network traffic from and to the user devices using the device state records in the client device data store. The VBN server further comprises a clustering manager for implementing clustering of the VBN servers by filtering the network traffic from and to the one or more user devices based on the configuration settings of the VBN servers and the device state records so as to allow the network traffic processing unit to process only a filtered portion of the network traffic. The filtering of the network traffic partitions the network traffic so that each user device is processed by a single one of the VBN servers within the cluster at a given time.",SOLUTIONINC LTD,SMALL KEITH MACPHERSON;;FEILD CHUCK ARTHUR TAYLOR;;CURRIE JAMES RANDOLPH,SOLUTIONINC LIMITED (2016-05-27),https://lens.org/029-505-740-805-733,Patent Application,yes,9,1,5,5,0,H04L12/16;;H04L41/085;;H04L41/0816;;H04L41/082;;H04L43/0817;;H04L41/0654;;H04L41/0893;;H04L61/103;;G06F16/23;;G06F16/27;;H04L61/5061;;H04L61/5014;;H04L67/1001;;G06F16/23;;G06F16/27;;H04L12/16;;H04L41/085;;H04L41/0816;;H04L41/082;;H04L43/0817;;H04L41/0654;;H04L41/0893;;H04L61/103;;H04L67/01;;H04L61/5014;;H04L67/1001;;H04L61/5061;;H04L2101/622;;H04L43/028,H04L47/80;;G06F17/30,,0,0,,,,ACTIVE
10,US,B2,US 8054804 B2,190-768-174-433-155,2011-11-08,2011,US 14558108 A,2008-06-25,CA 2619092 A,2008-01-29,Method of and system for support of user devices roaming between routing realms by a single network server,"A network server provisioning at least one Local Area Network (LAN) comprising a client entry store, a packet driver module, a Dynamic Host Configuration Protocol (DHCP) request handler. The LAN has one or more routing realms. The client entry store stores records representing a user device connecting to the LAN provisioned by the network server as a roaming visitor of the LAN to gain temporal access to an outside network through the LAN, and records representing one or more routing realm top-level devices provided on a top level of each routing realm of the LAN. The packet driver module inspects packets arriving from and directed to the user device, and interacts with the client entry store to process the packets. The DHCP request handler examines address data in DHCP packets received from the user device and the records in the client entry store. At least one of the packet driver module and the DHCP request handler detects roaming between routing realms by the user device based on the data of the packets and the records in the client entry store, and assigns a new Internet Protocol (IP) address to the user device when roaming by the user device is detected.",SOLUTIONINC LTD,SMALL KEITH M;;FEILD CHARLES A T;;CURRIE JAMES R,SOLUTIONINC LIMITED (2008-05-27),https://lens.org/190-768-174-433-155,Granted Patent,yes,41,16,5,5,0,H04L12/462;;H04L12/4641;;H04L45/42;;H04L61/2514;;H04W8/26;;H04L61/5084;;H04L61/5014;;H04L12/462;;H04W8/26;;H04L45/42;;H04L61/2514;;H04L12/4641;;H04L61/5014;;H04L61/5084,H04W4/00;;G06F15/16;;H04W8/26;;H04W8/02,370/331;;370/338;;370/392;;370/395.31;;370/395.53;;709/245,0,0,,,,ACTIVE
11,CA,C,CA 2834565 C,034-843-625-496-085,2016-01-19,2016,CA 2834565 A,2013-11-28,CA 2834565 A,2013-11-28,"VBN SERVER CLUSTERING SYSTEM, METHOD OF VBN SERVER CLUSTERING, AND VBN SERVER FOR CLUSTERING","A visitor based network (VBN) server clustering system comprises a cluster of VBN servers for servicing a single local area network (LAN). Each VBN server comprises a client device data store for creating and maintaining device state records of user devices connected to the LAN, an interface for data communication with the user devices through the LAN, and a network traffic processing unit for processing network traffic from and to the user devices using the device state records in the client device data store. The VBN server further comprises a clustering manager for implementing clustering of the VBN servers by filtering the network traffic from and to the one or more user devices based on the configuration settings of the VBN servers and the device state records so as to allow the network traffic processing unit to process only a filtered portion of the network traffic. The filtering of the network traffic partitions the network traffic so that each user device is processed by a single one of the VBN servers within the cluster at a given time.",SOLUTIONINC LTD,SMALL KEITH MACPHERSON;;FEILD CHUCK ARTHUR TAYLOR;;CURRIE JAMES RANDOLPH,,https://lens.org/034-843-625-496-085,Granted Patent,no,0,0,5,5,0,H04L12/16;;H04L41/085;;H04L41/0816;;H04L41/082;;H04L43/0817;;H04L41/0654;;H04L41/0893;;H04L61/103;;G06F16/23;;G06F16/27;;H04L61/5061;;H04L61/5014;;H04L67/1001;;G06F16/23;;G06F16/27;;H04L12/16;;H04L41/085;;H04L41/0816;;H04L41/082;;H04L43/0817;;H04L41/0654;;H04L41/0893;;H04L61/103;;H04L67/01;;H04L61/5014;;H04L67/1001;;H04L61/5061;;H04L2101/622;;H04L43/028,H04L47/80;;H04W28/08;;H04W40/00,,0,0,,,,ACTIVE
12,CA,A,CA 582061 A,079-652-128-834-267,1959-08-25,1959,CA 582061D A,,CA 582061T A,,PROCESS AND APPARATUS FOR FIRE PROTECTION,,UNION CARBIDE & CARBON CORP,FEILD THEOPHILUS A JR;;DUGGAN JAMES J;;POSTEN DAVID J,,https://lens.org/079-652-128-834-267,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
13,US,B2,US 8495711 B2,106-643-866-094-216,2013-07-23,2013,US 83753810 A,2010-07-16,CA 2672642 A,2009-07-17,"Remote roaming controlling system, visitor based network server, and method of controlling remote roaming of user devices","An authorization assisting device sends to the VBN server an authorization request for access to the WAN by a requesting user device. A registration driver has a set of assignable IP address ranges for multiple routing realms, and assigns an IP address to a user device from a relevant IP address range depending on a routing realm from which communication from the user device is received. The assignable IP address ranges include one or more authorization address ranges from which the registration driver assigns an IP address to a user device whose authorization request is received from the authorization assisting device. An authorization module processes the authorization request to generate an authorization response granting or denying access to the WAN by the requesting user device based on registration data in a registration data store and the information in the authorization request.",SMALL KEITH MACPHERSON;;FEILD CHARLES ARTHUR TAYLOR;;CURRIE JAMES RANDOLPH;;SOLUTIONINC LTD,SMALL KEITH MACPHERSON;;FEILD CHARLES ARTHUR TAYLOR;;CURRIE JAMES RANDOLPH,SOLUTIONINC LIMITED (2010-09-20),https://lens.org/106-643-866-094-216,Granted Patent,yes,22,2,4,4,0,H04L45/04;;H04L61/2514;;H04L63/0876;;H04L63/10;;H04W12/08;;H04W48/02;;H04L61/5014;;H04L61/5061;;H04L61/5084;;H04L63/10;;H04W12/08;;H04L61/2514;;H04L63/0876;;H04W48/02;;H04L45/04;;H04L61/5061;;H04L61/5084;;H04L61/5014,H04L29/00,726/4;;713/155;;713/156;;713/157;;713/158;;713/159,0,0,,,,ACTIVE
