"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,EP,A1,EP 2704396 A1,166-342-941-300-612,2014-03-05,2014,EP 13182855 A,2013-09-03,IN 2565MU2012 A,2012-09-04,SYSTEM AND METHOD FACILITATING COMMUNICATION IN AN ADAPTIVE VIRTUAL ENVIRONMENT,"A system and method facilitating communication in an adaptive virtual environment is disclosed. A virtual network creates one or more images of one or more communication device by emulating one or more features of said communication device. The emulated features are further synchronized in real-time such that the user is further allowed to customize the features stored in the virtual network. The first communication device communicates with the virtual network for supporting the execution of one or more images thus created by means of a virtual interface. An execution module present in the first communication device first installs and later runs one or more virtual images thus created. A unique number is generated by a processing device of the first communication device in order to provide an uninterrupted connectivity with people in contact list irrespective of the service provider thus chosen by the user.
",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,,https://lens.org/166-342-941-300-612,Patent Application,yes,3,0,4,4,0,H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59;;H04W8/205;;H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59,H04L29/06,,0,0,,,,ACTIVE
2,EP,B1,EP 2704396 B1,020-224-077-127-113,2019-07-31,2019,EP 13182855 A,2013-09-03,IN 2565MU2012 A,2012-09-04,SYSTEM AND METHOD FACILITATING COMMUNICATION IN AN ADAPTIVE VIRTUAL ENVIRONMENT,,TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,,https://lens.org/020-224-077-127-113,Granted Patent,yes,1,0,4,4,0,H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59;;H04W8/205;;H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59,H04L12/24;;H04L29/08,,0,0,,,,ACTIVE
3,EP,A1,EP 2704000 A1,075-991-129-751-106,2014-03-05,2014,EP 13181798 A,2013-08-27,IN 2487MU2012 A,2012-08-27,Dynamic image modification for a color deficient user,"A system and method for detecting spectrum of colors that is indistinguishable to a color blind individual and modifying the colors to fade in or out to the shade of same color, is provided. While the partial color blind user is enabled to view and better distinguish colors that were problematic earlier, the present invention achieves a significant reduction in power consumption of the display device with this modified color set.",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2022-06-01),https://lens.org/075-991-129-751-106,Patent Application,yes,3,0,4,4,0,G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00;;G09G3/2003;;G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00,G06F3/147;;G06F3/01;;G09G5/02,,0,0,,,,ACTIVE
4,US,B2,US 9100811 B2,118-456-633-762-641,2015-08-04,2015,US 201314017477 A,2013-09-04,IN 2565MU2012 A,2012-09-04,System and method facilitating communication in an adaptive virtual environment,"A system for facilitating communication in an adaptive virtual environment is disclosed. For example, the system creates a virtual image of a communication device running services rendered by one or more telecom service providers, wherein the communication device belongs to a user. The system emulates hardware and software configuration of the communication device in the virtual image, wherein the virtual image is stored in the memory. The system synchronizes the memory, storing the hardware and software configuration in the virtual image, with a device memory of a user device at pre-determined intervals of time. The system further remotely installs the hardware and software configuration in the user device upon executing the virtual image thereby creating a virtual environment in the user device. The system further generates a unique number for the user. The system further facilitates communication using the one or more telecom service providers based upon the unique number.",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2013-09-03),https://lens.org/118-456-633-762-641,Granted Patent,yes,10,0,4,4,0,H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59;;H04W8/205;;H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59,H04W8/20;;H04L12/24;;H04L29/08,,4,4,030-913-343-341-97X;;148-575-339-289-486;;047-512-735-215-956;;125-003-027-774-740,10.1109/wowmom.2010.5534992;;10.1145/1810931.1810937;;10.1016/j.camwa.2011.10.044;;10.1016/j.future.2012.05.023,"Chen et al., ""Virtual smartphone over IP,"" IEEE WoWMoM (2010).;;Huerta-Canepa et al., ""A virtual cloud computing provider for mobile devices"", 2ACM Workshop on Mobile Cloud Computing & Services: Social Networks and Beyond. MCS'10, San Francisco, California, USA (Jun. 15, 2010).;;Hung et al., ""Executing mobile applications on the cloud: Framework and issues,"" Computers and Mathematics with Applications, vol. 63, pp. 573-587 (2012).;;Fernando et al., ""Mobile cloud computing: A survey,"" Future Generation Computer Systems vol. 29, pp. 84-106 (2013).",ACTIVE
5,EP,B1,EP 2704000 B1,175-390-475-449-825,2022-10-26,2022,EP 13181798 A,2013-08-27,IN 2487MU2012 A,2012-08-27,Dynamic image modification for a color deficient user,,TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2022-06-01),https://lens.org/175-390-475-449-825,Granted Patent,yes,3,0,4,4,0,G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00;;G09G3/2003;;G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00,G06F3/147;;G06F3/01;;G09G5/02,,0,0,,,,ACTIVE
6,US,B2,US 9418585 B2,168-329-094-884-456,2016-08-16,2016,US 201314010899 A,2013-08-27,IN 2487MU2012 A,2012-08-27,Dynamic image modification for a color deficient user,"A system and method for detecting spectrum of colors that is indistinguishable to a color blind individual and modifying the colors to fade in or out to the shade of same color, is provided. While the partial color blind user is enabled to view and better distinguish colors that were problematic earlier, the present invention achieves a significant reduction in power consumption of the display device with this modified color set.",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2013-11-11),https://lens.org/168-329-094-884-456,Granted Patent,yes,7,0,4,4,0,G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00;;G09G3/2003;;G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00,G09G5/10;;G06F3/147;;G09G3/20;;G09G5/02,,8,0,,,"Ann Smarty, ""3 Easy-to-Use Online Color-Blindness Simulators"", Sep. 26, 2011.;;Nokia, ""Color Detector"".;;Jia-Bin Huang, Sih-Ying Wu, and Chu-Song Chen , ""Enhancing Color Representation for the Color Vision Impaired"", Taiwan.;;Daniel Flück, ""15 Tools If You Are (Not) Colorblind"", Dec. 23, 2008.;;Farshad, ""Washer Helps Color Blind People View Monitor Screen in Grey Color"" Oct. 24, 2011.;;Color Matters, ""Tests for Computer Color Accuracy"".;;Ken Wakita, Kenta Shimamura,Smart Color: Disambiguation Framework of the colourblind*,Tokyo Institute of Technology, Japan.;;Luke Jefferson, Richard Harvey, ""An Interface to Support Color Blind Computer Users"",School of Computing Sciences , University of East Anglia.",ACTIVE
7,US,A1,US 2014/0066041 A1,015-472-727-651-147,2014-03-06,2014,US 201314017477 A,2013-09-04,IN 2565MU2012 A,2012-09-04,SYSTEM AND METHOD FACILITATING COMMUNICATION IN AN ADAPTIVE VIRTUAL ENVIRONMENT,"The present disclosure relates generally to a communication technologies, and more particularly to a system and method facilitating communication in an adaptive virtual environment. In one embodiment, an adaptive virtual environment communication system is disclosed, comprising: a processor; and a memory storing processor-executable instructions comprising instructions to: create one or more virtual images of one or more communication devices via a virtual network; emulate one or more features of the one or more communication devices; synchronize the emulated features in real-time by receiving data from the one or more communication devices at pre-determined intervals of time; and execute one or more of the images of the one or more communication devices.",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2013-09-03),https://lens.org/015-472-727-651-147,Patent Application,yes,7,0,4,4,0,H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59;;H04W8/205;;H04L67/08;;H04L67/34;;H04L67/1095;;H04L41/084;;H04L67/59,H04W8/20,455/418,0,0,,,,ACTIVE
8,US,A1,US 2014/0055506 A1,084-932-581-729-163,2014-02-27,2014,US 201314010899 A,2013-08-27,IN 2487MU2012 A,2012-08-27,Dynamic Image Modification for a Color Deficient User,"A system and method for detecting spectrum of colors that is indistinguishable to a color blind individual and modifying the colors to fade in or out to the shade of same color, is provided. While the partial color blind user is enabled to view and better distinguish colors that were problematic earlier, the present invention achieves a significant reduction in power consumption of the display device with this modified color set.",TATA CONSULTANCY SERVICES LTD,CHANDEL PRIYANKA;;DOKE PANKAJ;;LOBO SYLVAN;;GORE KUSHAL;;RAZA RAMIZ;;DEVKAR SUJIT;;SUNKA PRAVEEN;;KIMBAHUNE SANJAY,TATA CONSULTANCY SERVICES LIMITED (2013-11-11),https://lens.org/084-932-581-729-163,Patent Application,yes,3,3,4,4,0,G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00;;G09G3/2003;;G06F3/147;;G09G5/02;;G09G2330/021;;G09G2354/00,G09G3/20,345/690,0,0,,,,ACTIVE
9,US,A1,US 2014/0214848 A1,006-196-984-050-065,2014-07-31,2014,US 201414166578 A,2014-01-28,IN 247MU2013 A,2013-01-28,MEDIA SYSTEM FOR GENERATING PLAYLIST OF MULTIMEDIA FILES,"Disclosed is a method and system for dynamically generating a playlist of multimedia files for a user based upon a mood of the user. The system comprises a mood detection module, a tag allocation module, and a playlist generation module. The mood detection module is configured to determine the mood of the user based upon the one or more emotion tags allocated to records of the user. The tag allocation module is configured to categorize the at least one multimedia file under one or more emotion tags based upon the weights assigned to the one or more emotion tags. The playlist generation module is configured to dynamically generate the playlist of multimedia files based upon the mood of the user and the categorization of the at least one multimedia file under one or more emotion tags.",DEVKAR SUJIT;;DOKE PANKAJ;;IYER VINAYAK;;GORE KUSHAL;;LOBO SYLVAN;;NIGAM APURV;;SUNKA PRAVEEN;;CHANDEL PRIYANKA;;KIMBAHUNE SANJAY;;CHITTUR RAVICHANDER KARTHIK;;RAZA RAMIZ;;TATA CONSULTANCY SERVICES LTD,DEVKAR SUJIT;;DOKE PANKAJ;;IYER VINAYAK;;GORE KUSHAL;;LOBO SYLVAN;;NIGAM APURV;;SUNKA PRAVEEN;;CHANDEL PRIYANKA;;KIMBAHUNE SANJAY;;CHITTUR RAVICHANDER KARTHIK;;RAZA RAMIZ,TATA CONSULTANCY SERVICES LIMITED (2013-12-29),https://lens.org/006-196-984-050-065,Patent Application,yes,10,15,3,3,0,G06F16/285;;G06F16/435;;G06F16/4387;;G06F16/285;;G06F16/435;;G06F16/4387,G06F17/30,707/740,0,0,,,,ACTIVE
10,EP,A1,EP 2759949 A1,065-636-204-887-048,2014-07-30,2014,EP 14152857 A,2014-01-28,IN 247MU2013 A,2013-01-28,Media system for generating playlist of multimedia files,"Disclosed is a method and system for dynamically generating a playlist of multimedia files for a user based upon a mood of the user. The system comprises a mood detection module, a tag allocation module, and a playlist generation module. The mood detection module is configured to determine the mood of the user based upon the one or more emotion tags allocated to records of the user. The tag allocation module is configured to categorize the at least one multimedia file under one or more emotion tags based upon the weights assigned to the one or more emotion tags. The playlist generation module is configured to dynamically generate the playlist of multimedia files based upon the mood of the user and the categorization of the at least one multimedia file under one or more emotion tags.
",TATA CONSULTANCY SERVICES LTD,DEVKAR SUJIT;;DOKE PANKAJ;;IYER VINAYAK;;GORE KUSHAL;;LOBO SYLVAN;;NIGAM APURV;;SUNKA PRAVEEN;;CHANDEL PRIYANKA;;KIMBAHUNE SANJAY;;CHITTUR RAVICHANDER KARTHIK;;RAZA RAMIZ,,https://lens.org/065-636-204-887-048,Patent Application,yes,4,0,3,3,0,G06F16/285;;G06F16/435;;G06F16/4387;;G06F16/285;;G06F16/435;;G06F16/4387,G06F17/30,,0,0,,,,DISCONTINUED
11,US,B2,US 9436756 B2,075-224-960-560-843,2016-09-06,2016,US 201414166578 A,2014-01-28,IN 247MU2013 A,2013-01-28,Media system for generating playlist of multimedia files,"Disclosed is a method and system for dynamically generating a playlist of multimedia files for a user based upon a mood of the user. The system comprises a mood detection module, a tag allocation module, and a playlist generation module. The mood detection module is configured to determine the mood of the user based upon the one or more emotion tags allocated to records of the user. The tag allocation module is configured to categorize the at least one multimedia file under one or more emotion tags based upon the weights assigned to the one or more emotion tags. The playlist generation module is configured to dynamically generate the playlist of multimedia files based upon the mood of the user and the categorization of the at least one multimedia file under one or more emotion tags.",DEVKAR SUJIT;;DOKE PANKAJ;;IYER VINAYAK;;GORE KUSHAL;;LOBO SYLVAN;;NIGAM APURV;;SUNKA PRAVEEN;;CHANDEL PRIYANKA;;KIMBAHUNE SANJAY;;CHITTUR RAVICHANDER KARTHIK;;RAZA RAMIZ;;TATA CONSULTANCY SERVICES LTD,DEVKAR SUJIT;;DOKE PANKAJ;;IYER VINAYAK;;GORE KUSHAL;;LOBO SYLVAN;;NIGAM APURV;;SUNKA PRAVEEN;;CHANDEL PRIYANKA;;KIMBAHUNE SANJAY;;CHITTUR RAVICHANDER KARTHIK;;RAZA RAMIZ,TATA CONSULTANCY SERVICES LIMITED (2013-12-29),https://lens.org/075-224-960-560-843,Granted Patent,yes,16,5,3,3,0,G06F16/285;;G06F16/435;;G06F16/4387;;G06F16/285;;G06F16/435;;G06F16/4387,G06F17/30,,5,3,029-540-753-832-11X;;103-029-200-337-366;;001-891-599-150-062,10.1007/s11257-011-9107-7;;10.1049/cp:20051486;;10.1109/mmsp.2011.6093850,"Joris H. Janssen, Egon L. Van Den Broek, and Joyce H. D. M.Westerink, ""Tune in to your emotions: a robust personalized affective music player"", User Model User-Adap Inter, Received Aug. 5, 2010/Accepted Aug. 18, 2011.;;S. Dornbush , K. Fisher ,K. Mckay, A. Prikhodko , and Z. Segall, ""Xpod-A Human Activity and Emotion Aware Mobile Music Player"", University of Maryland Baltimore County, United States, Available at http://ebiquity.umbc.edu/file-directory-/papers/234.pdf, retrieved on Jan. 28, 2014.;;Yisi Liu, Olga Sourina, and Minh Khoa Nguyen, ""Real-time EEG-based Emotion Recognition and its Applications"", Nanyang Technological University, Singapore, Available at http://www3.ntu.edu.sg/home/eosourina/Papers/RealtimeEEGEmoRecog.pdf, retrieved on Jan. 28, 2014.;;Luca Chiarandini, Massimiliano Zanoni, and Augusto Sarti, ""A System for Dynamic Playlist Generation Driven by Multimodal Control Signals and Descriptors"", Yahoo! Research Barcelona, Catalunya (Spain), Italay, MMSP'10, Oct. 4-6, 2010, Saint-Malo, France, Available at http://grupoweb.upf.edu/~luca.chiarandini/personal/v0/files/2011-mmsp.pdf, retrieved on Jan. 28, 2014.;;Fabrice Forest, Astrid Oehme, Karim Yaici, and Céline Verchère-Morice, ""Psycho-Social Aspects of Context Awareness in Ambient Intelligent Mobile Systems"", Available at http://ist-esense.org/fileadmin/images/PDF-Other/IST-SUMMIT-2006/2.a-e.pdf, retrieved on Jan. 28, 2014.",ACTIVE
12,WO,A2,WO 2011/021228 A2,106-556-141-661-337,2011-02-24,2011,IN 2010000552 W,2010-08-19,IN 1908MU2009 A,2009-08-19,PORTABLE WATER PURIFICATION SYSTEM,A system and method for disinfection of liquids to potable limits have been disclosed. The system comprises a battery operated handheld device (103) characterized in that at least one ultra violet radiation generating means (105) adapted to generate germicidal ultra violet radiations to be bombarded on the liquid stored in a container without immersing the handheld device inside the container.,TATA CONSULTANCY SERVICES LTD;;SANJAY KIMBAHUNE;;PRIYANKA KABRA;;RISHABH RASTOGI;;DEEPTI CHUNDURU;;SUPARNA PATHAK;;NAMRATA PATIL;;SYLVAN LOBO;;SANDEEP ANDRE;;SUNEETA CHAWLA;;PRASHANT GOTARNE;;KUSHAL GORE;;PANKAJ DOKE,SANJAY KIMBAHUNE;;PRIYANKA KABRA;;RISHABH RASTOGI;;DEEPTI CHUNDURU;;SUPARNA PATHAK;;NAMRATA PATIL;;SYLVAN LOBO;;SANDEEP ANDRE;;SUNEETA CHAWLA;;PRASHANT GOTARNE;;KUSHAL GORE;;PANKAJ DOKE,,https://lens.org/106-556-141-661-337,Patent Application,yes,0,1,4,4,0,C02F1/325;;C02F2201/009;;C02F2201/3222;;C02F2201/326;;C02F2209/008;;C02F2303/04;;Y02A20/211;;Y02A20/212,,,0,0,,,,PENDING
