"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,US,A,US 2938675 A,065-965-814-834-514,1960-05-31,1960,US 70285157 A,1957-12-16,US 70285157 A,1957-12-16,Rock crusher,,JOHN F CUSHMAN,CUSHMAN ARTHUR G,,https://lens.org/065-965-814-834-514,Granted Patent,no,3,2,1,1,0,B02C1/02;;B02C1/02,B02C1/02,,0,0,,,,EXPIRED
2,US,A,US 1014815 A,099-717-519-572-233,1912-01-16,1912,US 1909/0496954 A,1909-05-19,US 1909/0496954 A,1909-05-19,SUPPORT FOR TABLES AND SIMILAR ARTICLES.,,CUSHMAN ARTHUR A,CUSHMAN ARTHUR A,,https://lens.org/099-717-519-572-233,Granted Patent,no,0,3,1,1,0,A47B3/02;;A47B3/02,,,0,0,,,,EXPIRED
3,US,A,US 1678809 A,115-861-809-324-443,1928-07-31,1928,US 11975426 A,1926-06-30,US 11975426 A,1926-06-30,Method of preparing smoked joint meats,,ALLIED PACKERS INC,CUSHMAN ARTHUR W,,https://lens.org/115-861-809-324-443,Granted Patent,no,0,0,1,1,0,A23B4/044;;A23B4/044,A23B4/044,,0,0,,,,EXPIRED
4,US,A,US 1676730 A,131-555-826-849-115,1928-07-10,1928,US 8110426 A,1926-01-13,US 8110426 A,1926-01-13,Method of preparing smoked joint meats,,ALLIED PACKERS INC,CUSHMAN ARTHUR W,,https://lens.org/131-555-826-849-115,Granted Patent,no,0,1,1,1,0,A23B4/044;;A23B4/044;;A23B4/0056;;A23B4/0056;;Y10S100/91;;Y10S100/91,A23B4/005;;A23B4/044,,0,0,,,,EXPIRED
5,CA,A,CA 269777 A,107-984-154-546-562,1927-04-12,1927,CA 269777D A,,CA 269777T A,,METHOD OF PREPARING SMOKED JOINT MEAT,,ALLIED PACKERS,CUSHMAN ARTHUR W,,https://lens.org/107-984-154-546-562,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
6,CA,A,CA 268686 A,135-336-391-358-004,1927-03-01,1927,CA 268686D A,,CA 268686T A,,MEAT SMOKING,,ALLIED PACKERS INC,CUSHMAN ARTHUR W,,https://lens.org/135-336-391-358-004,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
7,US,A,US 2333708 A,057-817-893-199-162,1943-11-09,1943,US 43848442 A,1942-04-10,US 43848442 A,1942-04-10,Assembling machine,,UNITED SHOE MACHINERY CORP,HAROLD CUSHMAN LEE;;PYM ARTHUR F,,https://lens.org/057-817-893-199-162,Granted Patent,no,0,5,1,1,0,A43D11/00;;A43D11/00,A43D11/00,,0,0,,,,EXPIRED
8,US,S,US D0358810 S,057-508-832-185-139,1995-05-30,1995,US 1907594 F,1994-02-22,US 1907594 F,1994-02-22,Keyboard and adjustable display,,EASTMAN KODAK CO,GOTHAM DAVID R;;CUSHMAN WILLIAM H;;NIELSEN ARTHUR N,EASTMAN KODAK COMPANY (1994-02-09),https://lens.org/057-508-832-185-139,Design Right,yes,3,1,1,1,0,,,D14/115,0,0,,,,EXPIRED
9,EP,A3,EP 1235213 A3,188-996-688-296-111,2007-09-05,2007,EP 02075549 A,2002-02-11,US 79132201 A,2001-02-22,Phase-change recording element for write once application,"A WORM optical recording element (100) includes a substrate (121); an amorphous phase-change recording layer disposed over the substrate (123); a dielectric layer (124) disposed adjacent to the amorphous phase-change layer; a reflector layer (125) disposed adjacent to the dielectric layer; and wherein the material and the thickness of the layers are selected such that recording can be performed on the optical recording element by using a focused laser beam to form crystalline marks in the phase-change layer using laser pulses with less than 40nS in duration, the reflectivity of the amorphous phase as measured by a collimated beam is higher than 28% and the contrast of the read-back signal is higher than 0.6, and the second and subsequent writing over previous recording results in at least a 50% increase in read out jitter.
",EASTMAN KODAK CO,TYAN YUAN-SHENG;;CUSHMAN THOMAS RICHARD;;FARRUGGIA GIUSEPPE;;OLIN GEORGE RUSSELL;;PRIMERANO BRUNO;;VAZAN FRIDRICH;;BARNARD JAMES ARTHUR,,https://lens.org/188-996-688-296-111,Search Report,yes,4,0,6,6,0,G11B7/00454;;G11B7/006;;G11B7/24;;G11B7/243;;G11B7/2534;;G11B7/2585;;G11B2007/24312;;G11B2007/24314;;G11B2007/24316;;Y10S430/146;;G11B7/243;;G11B7/00454;;G11B7/2585;;G11B2007/24312;;G11B7/006;;G11B2007/24314;;G11B7/2534;;G11B7/24;;G11B2007/24316;;Y10S430/146,B41M5/26;;G11B7/0045;;G11B7/006;;G11B7/24;;G11B7/243,,0,0,,,,DISCONTINUED
10,EP,A2,EP 1235213 A2,113-219-619-301-661,2002-08-28,2002,EP 02075549 A,2002-02-11,US 79132201 A,2001-02-22,Phase-change recording element for write once application,"A WORM optical recording element (100) includes a substrate (121); an amorphous phase-change recording layer disposed over the substrate (123); a dielectric layer (124) disposed adjacent to the amorphous phase-change layer; a reflector layer (125) disposed adjacent to the dielectric layer; and wherein the material and the thickness of the layers are selected such that recording can be performed on the optical recording element by using a focused laser beam to form crystalline marks in the phase-change layer using laser pulses with less than 40nS in duration, the reflectivity of the amorphous phase as measured by a collimated beam is higher than 28% and the contrast of the read-back signal is higher than 0.6, and the second and subsequent writing over previous recording results in at least a 50% increase in read out jitter.",EASTMAN KODAK CO,TYAN YUAN-SHENG;;CUSHMAN THOMAS RICHARD;;FARRUGGIA GIUSEPPE;;OLIN GEORGE RUSSELL;;PRIMERANO BRUNO;;VAZAN FRIDRICH;;BARNARD JAMES ARTHUR,,https://lens.org/113-219-619-301-661,Patent Application,yes,0,3,6,6,0,G11B7/00454;;G11B7/006;;G11B7/24;;G11B7/243;;G11B7/2534;;G11B7/2585;;G11B2007/24312;;G11B2007/24314;;G11B2007/24316;;Y10S430/146;;G11B7/243;;G11B7/00454;;G11B7/2585;;G11B2007/24312;;G11B7/006;;G11B2007/24314;;G11B7/2534;;G11B7/24;;G11B2007/24316;;Y10S430/146,B41M5/26;;G11B7/0045;;G11B7/006;;G11B7/24;;G11B7/243,,0,0,,,,DISCONTINUED
