"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,CA,A,CA 463137 A,047-923-295-062-584,1950-02-14,1950,CA 463137D A,,CA 463137T A,,PRODUCTION OF FABRICS FROM ALGINIC MATERIALS,,ALGINATE IND LTD,CHAMBERLAIN NORMAN HENRY;;SPEAKMAN JOHN BAMBER,,https://lens.org/047-923-295-062-584,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
2,US,A,US 2317492 A,129-862-487-426-019,1943-04-27,1943,US 42270041 A,1941-12-12,GB 2317492X A,1940-11-14,Manufacture of artificial textile yarns or films,,CEFOIL LTD,BAMBER SPEAKMAN JOHN;;HENRY CHAMBERLAIN NORMAN,,https://lens.org/129-862-487-426-019,Granted Patent,no,0,6,1,1,0,D01F9/04;;D01F9/04,D01F9/04,,0,0,,,,EXPIRED
3,US,A,US 2409319 A,142-850-351-060-188,1946-10-15,1946,US 51502943 A,1943-12-20,GB 2409319X A,1942-10-01,Production of fabrics from alginic materials,,CEFOIL LTD,BAMBER SPEAKMAN JOHN;;HENRY CHAMBERLAIN NORMAN,,https://lens.org/142-850-351-060-188,Granted Patent,no,0,5,1,1,0,D01F9/04;;D01F9/04,D01F9/04,,0,0,,,,EXPIRED
4,CA,A,CA 418866 A,004-568-449-391-222,1944-03-07,1944,CA 418866D A,,CA 418866T A,,TEXTILE YARN OR FILM,,CEFOIL LTD,SPEAKMAN JOHN BAMBER;;CHAMBERLAIN NORMAN HENRY,,https://lens.org/004-568-449-391-222,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
5,GB,A,GB 1043245 A,140-963-970-981-451,1966-09-21,1966,GB 2378762 A,1962-06-20,GB 2378762 A,1962-06-20,Improvements in and relating to the separation of mixtures of textile fibres,"1,043,245. Separating and sorting fibres; fibre preparation machines. RECLAMATION TRADES RESEARCH ORGANISATION Ltd. June 19,1963 [June 20,1962; Aug.30, RECLAMATION TRADES Headings D1F and D1N. [Also in Division B2] Wool and non-wool fibres are dispersed in an air stream and are charged to effect separation into the wool and non-wool components in an electrostatic field. As shown, the fibre mixture is fed from a conveyer 1, on which it is spread, to be gathered between the conveyer and an endless belt 2 whereby it is delivered into a cylindrical chamber containing a rotor 8 with alternate combing blades 9 and beaters 10. The mixture is squeezed into the chamber between spring pressed rollers 4 and 5 and is dispersed out at the bottom into anan air channel 12, 13. Since the combing and beating of the fibres will give them charges, the air channel may deliver them direct to the space between an earthed endless band 27 and a high voltage endless band 26 which may be a conductor connected to a voltage source or may be a non-conductor given static from a roller 31. The band 27 conveys fibre of one charge or discharged fibre to a suction collector 30 while band 26 conveys oppositely charged fibres to a similar collector. Uncharged or discharged material may be blown clear through between the bands. The fibres may, however, be charged as shown by the use of a discharge electrode 25 in an insulator 23 with electrodes 24. In this event wool will lose its charge rapidly and will enter the separating field without charge while synthetic fibre will hold its charge and be separated out in the field. An antistatic agent may be sprayed on to the fibre mixture in an aqueous solution or in admixture with oil. Oil alone may be sprayed on to the mixture.",RECLAMATION TRADES RES ORGANIS,CHAMBERLAIN NORMAN HENRY;;SPEAKMAN JOHN BAMBER;;KALTSOYANNIS ALEX,,https://lens.org/140-963-970-981-451,Granted Patent,no,0,3,2,4,0,D01G5/00;;D01G5/00;;D01G11/04;;D01G11/04;;Y02W30/66;;Y02W30/66,D01G5/00;;D01G11/04,B2J JD2           JD2;;B2J J1B           -;;D1F FX            -;;D1F F22           -;;D1N N1B1          -;;D1N N1B11         -;;D1N N1B12         -;;D1N N1B2          -;;D1N N1C9          -,0,0,,,,EXPIRED
6,US,A,US 3308944 A,116-865-778-654-072,1967-03-14,1967,US 28932563 A,1963-06-20,GB 2378762 A,1962-06-20,Separation of mixtures of textile fibres,,RECLAMATION TRADES RES ORGANIS,HENRY CHAMBERLAIN NORMAN;;BAMBER SPEAKMAN JOHN;;ALEX KALTSOYANNIS,,https://lens.org/116-865-778-654-072,Granted Patent,no,6,17,2,4,0,D01G5/00;;D01G5/00;;D01G11/04;;D01G11/04;;Y02W30/66;;Y02W30/66,D01G5/00;;D01G11/04,,0,0,,,,EXPIRED
7,DE,A1,DE 1510383 A1,105-562-841-736-808,1969-07-24,1969,DE 1510383 A,1963-06-19,GB 3331362 A;;GB 2378762 A,1962-06-20,Verfahren und Vorrichtung zum Trennen eines Gemisches aus Textilfasern,,RECLAMATION TRADES RES ORGANIS,HENRY CHAMBERLAIN NORMAN;;BAMBER SPEAKMAN JOHN;;KALTSOYANNIS ALEX,,https://lens.org/105-562-841-736-808,Patent Application,no,0,1,2,4,0,D01G5/00;;D01G99/00,D01G5/00;;D01G99/00,,0,0,,,,PENDING
8,GB,A,GB 1059028 A,094-707-848-248-054,1967-02-15,1967,GB 3387063 A,1963-08-27,GB 3387063 A,1963-08-27,Improvements in and relating to the separation of mixtures of textile fibres,"1,059,028. Separating and sorting fibres. RECLAMATION TRADES RESEARCH ORGANISATION Ltd. Aug. 27, 1964 [Aug. 27, 1963], No. 33870/63. Addition to 1,043,245. Heading D1F. [Also in Division B2] The apparatus for separating a mixture of textile fibres of the parent Specification is modified by the provision of electrodes 32, 33 behind the collecting surfaces. The collecting conducting material, such as polyethylene, and preferably one electrode is electrostatically charged and the other earthed.",RECLAMATION TRADES RES ORGANIS,CHAMBERLAIN NORMAN HENRY;;SPEAKMAN JOHN BAMBER;;KALTSOYANNIS ALEX,,https://lens.org/094-707-848-248-054,Granted Patent,no,0,0,1,1,0,D01G11/00;;Y02W30/66,D01G11/00,B2J JJ            JJ;;B2J J1B           -;;D1F F22           -,0,0,,,,EXPIRED
9,CA,A,CA 473954 A,167-448-415-071-129,1951-05-29,1951,CA 473954D A,,CA 473954T A,,PRODUCTION OF ALGINIC ACID COMPOUNDS,,ALGINATE IND LTD,CHAMBERLAIN NORMAN HENRY;;SPEAKMAN JOHN BAMBER;;CUNNINGHAM GEORGE ERIC,,https://lens.org/167-448-415-071-129,Granted Patent,no,0,0,1,1,0,,,,0,0,,,,EXPIRED
10,US,A,US 2403707 A,117-671-730-685-436,1946-07-09,1946,US 50503343 A,1943-10-05,GB 2403707X A,1942-07-01,Production of alginic acid compounds,,CEFOIL LTD,ERIC CUNNINGHAM GEORGE;;HENRY CHAMBERLAIN NORMAN;;BAMBER SPEAKMAN JOHN,,https://lens.org/117-671-730-685-436,Granted Patent,no,0,7,1,1,0,C08B37/0084;;C08B37/0084,,,0,0,,,,EXPIRED
